filename,label
image_00350.bmp,8
image_00351.bmp,10
image_00352.bmp,4
image_00353.bmp,13
image_00354.bmp,4
image_00355.bmp,14
image_00356.bmp,2
image_00357.bmp,14
image_00358.bmp,9
image_00359.bmp,13
image_00360.bmp,13
image_00361.bmp,12
image_00362.bmp,11
image_00363.bmp,2
image_00364.bmp,11
image_00365.bmp,12
image_00366.bmp,0
image_00367.bmp,13
image_00368.bmp,7
image_00369.bmp,2
image_00370.bmp,7
image_00371.bmp,13
image_00372.bmp,14
image_00373.bmp,10
image_00374.bmp,5
image_00375.bmp,14
image_00376.bmp,5
image_00377.bmp,9
image_00378.bmp,5
image_00379.bmp,13
image_00380.bmp,11
image_00381.bmp,7
image_00382.bmp,9
image_00383.bmp,8
image_00384.bmp,5
image_00385.bmp,13
image_00386.bmp,13
image_00387.bmp,6
image_00388.bmp,0
image_00389.bmp,12
image_00390.bmp,10
image_00391.bmp,7
image_00392.bmp,9
image_00393.bmp,8
image_00394.bmp,7
image_00395.bmp,12
image_00396.bmp,12
image_00397.bmp,9
image_00398.bmp,6
image_00399.bmp,0
image_00400.bmp,10
image_00401.bmp,10
image_00402.bmp,11
image_00403.bmp,0
image_00404.bmp,5
image_00405.bmp,9
image_00406.bmp,5
image_00407.bmp,8
image_00408.bmp,4
image_00409.bmp,5
image_00410.bmp,1
image_00411.bmp,4
image_00412.bmp,10
image_00413.bmp,1
image_00414.bmp,2
image_00415.bmp,1
image_00416.bmp,10
image_00417.bmp,10
image_00418.bmp,2
image_00419.bmp,8
image_00420.bmp,14
image_00421.bmp,10
image_00422.bmp,13
image_00423.bmp,14
image_00424.bmp,10
image_00425.bmp,13
image_00426.bmp,7
image_00427.bmp,4
image_00428.bmp,9
image_00429.bmp,8
image_00430.bmp,9
image_00431.bmp,13
image_00432.bmp,10
image_00433.bmp,14
image_00434.bmp,3
image_00435.bmp,8
image_00436.bmp,2
image_00437.bmp,13
image_00438.bmp,5
image_00439.bmp,1
image_00440.bmp,12
image_00441.bmp,5
image_00442.bmp,0
image_00443.bmp,8
image_00444.bmp,12
image_00445.bmp,7
image_00446.bmp,0
image_00447.bmp,6
image_00448.bmp,0
image_00449.bmp,2
image_00450.bmp,5
image_00451.bmp,7
image_00452.bmp,5
image_00453.bmp,0
image_00454.bmp,7
image_00455.bmp,14
image_00456.bmp,2
image_00457.bmp,2
image_00458.bmp,4
image_00459.bmp,4
image_00460.bmp,13
image_00461.bmp,3
image_00462.bmp,5
image_00463.bmp,7
image_00464.bmp,1
image_00465.bmp,4
image_00466.bmp,2
image_00467.bmp,0
image_00468.bmp,7
image_00469.bmp,9
image_00470.bmp,10
image_00471.bmp,10
image_00472.bmp,12
image_00473.bmp,11
image_00474.bmp,5
image_00475.bmp,0
image_00476.bmp,11
image_00477.bmp,13
image_00478.bmp,12
image_00479.bmp,0
image_00480.bmp,1
image_00481.bmp,14
image_00482.bmp,4
image_00483.bmp,8
image_00484.bmp,5
image_00485.bmp,5
image_00486.bmp,9
image_00487.bmp,6
image_00488.bmp,4
image_00489.bmp,12
image_00490.bmp,13
image_00491.bmp,4
image_00492.bmp,12
image_00493.bmp,14
image_00494.bmp,7
image_00495.bmp,10
image_00496.bmp,1
image_00497.bmp,9
image_00498.bmp,5
image_00499.bmp,0
image_00500.bmp,11
image_00501.bmp,14
image_00502.bmp,0
image_00503.bmp,6
image_00504.bmp,4
image_00505.bmp,1
image_00506.bmp,1
image_00507.bmp,1
image_00508.bmp,8
image_00509.bmp,5
image_00510.bmp,7
image_00511.bmp,14
image_00512.bmp,13
image_00513.bmp,9
image_00514.bmp,0
image_00515.bmp,3
image_00516.bmp,5
image_00517.bmp,2
image_00518.bmp,8
image_00519.bmp,9
image_00520.bmp,8
image_00521.bmp,3
image_00522.bmp,0
image_00523.bmp,9
image_00524.bmp,2
image_00525.bmp,6
image_00526.bmp,6
image_00527.bmp,12
image_00528.bmp,8
image_00529.bmp,5
image_00530.bmp,9
image_00531.bmp,12
image_00532.bmp,9
image_00533.bmp,13
image_00534.bmp,5
image_00535.bmp,2
image_00536.bmp,12
image_00537.bmp,11
image_00538.bmp,6
image_00539.bmp,5
image_00540.bmp,8
image_00541.bmp,6
image_00542.bmp,13
image_00543.bmp,5
image_00544.bmp,10
image_00545.bmp,11
image_00546.bmp,13
image_00547.bmp,6
image_00548.bmp,12
image_00549.bmp,5
image_00550.bmp,14
image_00551.bmp,8
image_00552.bmp,8
image_00553.bmp,12
image_00554.bmp,8
image_00555.bmp,0
image_00556.bmp,1
image_00557.bmp,5
image_00558.bmp,2
image_00559.bmp,10
image_00560.bmp,12
image_00561.bmp,2
image_00562.bmp,1
image_00563.bmp,0
image_00564.bmp,0
image_00565.bmp,4
image_00566.bmp,0
image_00567.bmp,0
image_00568.bmp,4
image_00569.bmp,5
image_00570.bmp,1
image_00571.bmp,3
image_00572.bmp,5
image_00573.bmp,11
image_00574.bmp,0
image_00575.bmp,13
image_00576.bmp,4
image_00577.bmp,12
image_00578.bmp,13
image_00579.bmp,9
image_00580.bmp,4
image_00581.bmp,11
image_00582.bmp,1
image_00583.bmp,14
image_00584.bmp,10
image_00585.bmp,5
image_00586.bmp,13
image_00587.bmp,11
image_00588.bmp,13
image_00589.bmp,1
image_00590.bmp,12
image_00591.bmp,1
image_00592.bmp,7
image_00593.bmp,8
image_00594.bmp,14
image_00595.bmp,5
image_00596.bmp,12
image_00597.bmp,8
image_00598.bmp,2
image_00599.bmp,6
image_00600.bmp,13
image_00601.bmp,4
image_00602.bmp,13
image_00603.bmp,13
image_00604.bmp,8
image_00605.bmp,7
image_00606.bmp,7
image_00607.bmp,8
image_00608.bmp,2
image_00609.bmp,10
image_00610.bmp,8
image_00611.bmp,4
image_00612.bmp,3
image_00613.bmp,4
image_00614.bmp,11
image_00615.bmp,4
image_00616.bmp,8
image_00617.bmp,12
image_00618.bmp,4
image_00619.bmp,9
image_00620.bmp,14
image_00621.bmp,7
image_00622.bmp,12
image_00623.bmp,0
image_00624.bmp,10
image_00625.bmp,5
image_00626.bmp,2
image_00627.bmp,1
image_00628.bmp,11
image_00629.bmp,4
image_00630.bmp,14
image_00631.bmp,0
image_00632.bmp,10
image_00633.bmp,14
image_00634.bmp,9
image_00635.bmp,6
image_00636.bmp,5
image_00637.bmp,5
image_00638.bmp,14
image_00639.bmp,9
image_00640.bmp,14
image_00641.bmp,5
image_00642.bmp,10
image_00643.bmp,5
image_00644.bmp,1
image_00645.bmp,2
image_00646.bmp,4
image_00647.bmp,3
image_00648.bmp,3
image_00649.bmp,0
image_00650.bmp,1
image_00651.bmp,13
image_00652.bmp,4
image_00653.bmp,3
image_00654.bmp,0
image_00655.bmp,10
image_00656.bmp,13
image_00657.bmp,9
image_00658.bmp,13
image_00659.bmp,2
image_00660.bmp,10
image_00661.bmp,1
image_00662.bmp,6
image_00663.bmp,9
image_00664.bmp,0
image_00665.bmp,2
image_00666.bmp,13
image_00667.bmp,5
image_00668.bmp,1
image_00669.bmp,5
image_00670.bmp,0
image_00671.bmp,3
image_00672.bmp,14
image_00673.bmp,13
image_00674.bmp,13
image_00675.bmp,11
image_00676.bmp,6
image_00677.bmp,10
image_00678.bmp,8
image_00679.bmp,9
image_00680.bmp,14
image_00681.bmp,3
image_00682.bmp,3
image_00683.bmp,5
image_00684.bmp,9
image_00685.bmp,3
image_00686.bmp,0
image_00687.bmp,5
image_00688.bmp,2
image_00689.bmp,1
image_00690.bmp,10
image_00691.bmp,6
image_00692.bmp,2
image_00693.bmp,13
image_00694.bmp,9
image_00695.bmp,12
image_00696.bmp,2
image_00697.bmp,2
image_00698.bmp,7
image_00699.bmp,9
image_00700.bmp,2
image_00701.bmp,4
image_00702.bmp,13
image_00703.bmp,8
image_00704.bmp,8
image_00705.bmp,12
image_00706.bmp,1
image_00707.bmp,1
image_00708.bmp,10
image_00709.bmp,4
image_00710.bmp,9
image_00711.bmp,11
image_00712.bmp,8
image_00713.bmp,6
image_00714.bmp,4
image_00715.bmp,14
image_00716.bmp,9
image_00717.bmp,12
image_00718.bmp,0
image_00719.bmp,8
image_00720.bmp,0
image_00721.bmp,6
image_00722.bmp,3
image_00723.bmp,4
image_00724.bmp,4
image_00725.bmp,12
image_00726.bmp,11
image_00727.bmp,11
image_00728.bmp,4
image_00729.bmp,1
image_00730.bmp,13
image_00731.bmp,12
image_00732.bmp,1
image_00733.bmp,5
image_00734.bmp,13
image_00735.bmp,5
image_00736.bmp,6
image_00737.bmp,2
image_00738.bmp,1
image_00739.bmp,6
image_00740.bmp,13
image_00741.bmp,5
image_00742.bmp,1
image_00743.bmp,3
image_00744.bmp,1
image_00745.bmp,5
image_00746.bmp,12
image_00747.bmp,1
image_00748.bmp,3
image_00749.bmp,11
image_00750.bmp,13
image_00751.bmp,6
image_00752.bmp,8
image_00753.bmp,14
image_00754.bmp,5
image_00755.bmp,12
image_00756.bmp,4
image_00757.bmp,0
image_00758.bmp,0
image_00759.bmp,11
image_00760.bmp,3
image_00761.bmp,14
image_00762.bmp,6
image_00763.bmp,12
image_00764.bmp,8
image_00765.bmp,4
image_00766.bmp,9
image_00767.bmp,3
image_00768.bmp,5
image_00769.bmp,1
image_00770.bmp,1
image_00771.bmp,6
image_00772.bmp,9
image_00773.bmp,10
image_00774.bmp,4
image_00775.bmp,6
image_00776.bmp,8
image_00777.bmp,8
image_00778.bmp,10
image_00779.bmp,2
image_00780.bmp,11
image_00781.bmp,1
image_00782.bmp,6
image_00783.bmp,12
image_00784.bmp,6
image_00785.bmp,11
image_00786.bmp,1
image_00787.bmp,4
image_00788.bmp,14
image_00789.bmp,5
image_00790.bmp,12
image_00791.bmp,1
image_00792.bmp,0
image_00793.bmp,6
image_00794.bmp,6
image_00795.bmp,5
image_00796.bmp,4
image_00797.bmp,8
image_00798.bmp,11
image_00799.bmp,5
image_00800.bmp,13
image_00801.bmp,13
image_00802.bmp,7
image_00803.bmp,0
image_00804.bmp,13
image_00805.bmp,9
image_00806.bmp,4
image_00807.bmp,12
image_00808.bmp,2
image_00809.bmp,8
image_00810.bmp,8
image_00811.bmp,8
image_00812.bmp,2
image_00813.bmp,1
image_00814.bmp,2
image_00815.bmp,5
image_00816.bmp,0
image_00817.bmp,5
image_00818.bmp,3
image_00819.bmp,11
image_00820.bmp,9
image_00821.bmp,2
image_00822.bmp,13
image_00823.bmp,13
image_00824.bmp,6
image_00825.bmp,13
image_00826.bmp,13
image_00827.bmp,13
image_00828.bmp,0
image_00829.bmp,14
image_00830.bmp,0
image_00831.bmp,1
image_00832.bmp,2
image_00833.bmp,4
image_00834.bmp,7
image_00835.bmp,13
image_00836.bmp,2
image_00837.bmp,2
image_00838.bmp,7
image_00839.bmp,13
image_00840.bmp,8
image_00841.bmp,3
image_00842.bmp,9
image_00843.bmp,5
image_00844.bmp,8
image_00845.bmp,13
image_00846.bmp,14
image_00847.bmp,2
image_00848.bmp,10
image_00849.bmp,4
image_00850.bmp,1
image_00851.bmp,3
image_00852.bmp,11
image_00853.bmp,12
image_00854.bmp,7
image_00855.bmp,13
image_00856.bmp,6
image_00857.bmp,3
image_00858.bmp,7
image_00859.bmp,12
image_00860.bmp,0
image_00861.bmp,8
image_00862.bmp,14
image_00863.bmp,9
image_00864.bmp,9
image_00865.bmp,9
image_00866.bmp,9
image_00867.bmp,7
image_00868.bmp,14
image_00869.bmp,0
image_00870.bmp,6
image_00871.bmp,5
image_00872.bmp,8
image_00873.bmp,0
image_00874.bmp,0
image_00875.bmp,7
image_00876.bmp,1
image_00877.bmp,13
image_00878.bmp,13
image_00879.bmp,10
image_00880.bmp,8
image_00881.bmp,1
image_00882.bmp,3
image_00883.bmp,6
image_00884.bmp,8
image_00885.bmp,9
image_00886.bmp,12
image_00887.bmp,12
image_00888.bmp,3
image_00889.bmp,6
image_00890.bmp,5
image_00891.bmp,0
image_00892.bmp,1
image_00893.bmp,12
image_00894.bmp,8
image_00895.bmp,10
image_00896.bmp,13
image_00897.bmp,3
image_00898.bmp,9
image_00899.bmp,4
image_00900.bmp,13
image_00901.bmp,6
image_00902.bmp,6
image_00903.bmp,7
image_00904.bmp,8
image_00905.bmp,8
image_00906.bmp,3
image_00907.bmp,10
image_00908.bmp,2
image_00909.bmp,13
image_00910.bmp,0
image_00911.bmp,14
image_00912.bmp,4
image_00913.bmp,3
image_00914.bmp,7
image_00915.bmp,7
image_00916.bmp,13
image_00917.bmp,10
image_00918.bmp,12
image_00919.bmp,12
image_00920.bmp,13
image_00921.bmp,8
image_00922.bmp,10
image_00923.bmp,1
image_00924.bmp,12
image_00925.bmp,12
image_00926.bmp,7
image_00927.bmp,9
image_00928.bmp,6
image_00929.bmp,8
image_00930.bmp,11
image_00931.bmp,13
image_00932.bmp,3
image_00933.bmp,14
image_00934.bmp,8
image_00935.bmp,10
image_00936.bmp,6
image_00937.bmp,2
image_00938.bmp,0
image_00939.bmp,0
image_00940.bmp,8
image_00941.bmp,1
image_00942.bmp,13
image_00943.bmp,2
image_00944.bmp,7
image_00945.bmp,0
image_00946.bmp,0
image_00947.bmp,8
image_00948.bmp,2
image_00949.bmp,9
image_00950.bmp,2
image_00951.bmp,14
image_00952.bmp,3
image_00953.bmp,6
image_00954.bmp,3
image_00955.bmp,12
image_00956.bmp,11
image_00957.bmp,8
image_00958.bmp,8
image_00959.bmp,5
image_00960.bmp,5
image_00961.bmp,5
image_00962.bmp,4
image_00963.bmp,5
image_00964.bmp,7
image_00965.bmp,11
image_00966.bmp,5
image_00967.bmp,7
image_00968.bmp,11
image_00969.bmp,1
image_00970.bmp,2
image_00971.bmp,6
image_00972.bmp,14
image_00973.bmp,3
image_00974.bmp,11
image_00975.bmp,13
image_00976.bmp,5
image_00977.bmp,14
image_00978.bmp,6
image_00979.bmp,3
image_00980.bmp,8
image_00981.bmp,13
image_00982.bmp,1
image_00983.bmp,0
image_00984.bmp,8
image_00985.bmp,1
image_00986.bmp,13
image_00987.bmp,4
image_00988.bmp,13
image_00989.bmp,14
image_00990.bmp,6
image_00991.bmp,3
image_00992.bmp,2
image_00993.bmp,1
image_00994.bmp,1
image_00995.bmp,5
image_00996.bmp,12
image_00997.bmp,8
image_00998.bmp,10
image_00999.bmp,5
image_01000.bmp,14
image_01001.bmp,14
image_01002.bmp,1
image_01003.bmp,0
image_01004.bmp,11
image_01005.bmp,0
image_01006.bmp,7
image_01007.bmp,0
image_01008.bmp,3
image_01009.bmp,13
image_01010.bmp,3
image_01011.bmp,13
image_01012.bmp,1
image_01013.bmp,5
image_01014.bmp,11
image_01015.bmp,1
image_01016.bmp,1
image_01017.bmp,2
image_01018.bmp,10
image_01019.bmp,5
image_01020.bmp,9
image_01021.bmp,9
image_01022.bmp,5
image_01023.bmp,8
image_01024.bmp,8
image_01025.bmp,8
image_01026.bmp,8
image_01027.bmp,9
image_01028.bmp,11
image_01029.bmp,12
image_01030.bmp,6
image_01031.bmp,6
image_01032.bmp,2
image_01033.bmp,6
image_01034.bmp,11
image_01035.bmp,14
image_01036.bmp,4
image_01037.bmp,10
image_01038.bmp,10
image_01039.bmp,13
image_01040.bmp,14
image_01041.bmp,8
image_01042.bmp,4
image_01043.bmp,7
image_01044.bmp,5
image_01045.bmp,10
image_01046.bmp,6
image_01047.bmp,14
image_01048.bmp,14
image_01049.bmp,8
image_01050.bmp,6
image_01051.bmp,6
image_01052.bmp,6
image_01053.bmp,3
image_01054.bmp,9
image_01055.bmp,8
image_01056.bmp,10
image_01057.bmp,14
image_01058.bmp,4
image_01059.bmp,8
image_01060.bmp,5
image_01061.bmp,6
image_01062.bmp,3
image_01063.bmp,13
image_01064.bmp,13
image_01065.bmp,13
image_01066.bmp,12
image_01067.bmp,12
image_01068.bmp,0
image_01069.bmp,10
image_01070.bmp,6
image_01071.bmp,9
image_01072.bmp,2
image_01073.bmp,1
image_01074.bmp,13
image_01075.bmp,1
image_01076.bmp,0
image_01077.bmp,2
image_01078.bmp,3
image_01079.bmp,0
image_01080.bmp,6
image_01081.bmp,5
image_01082.bmp,2
image_01083.bmp,5
image_01084.bmp,3
image_01085.bmp,14
image_01086.bmp,9
image_01087.bmp,11
image_01088.bmp,11
image_01089.bmp,12
image_01090.bmp,1
image_01091.bmp,13
image_01092.bmp,13
image_01093.bmp,13
image_01094.bmp,6
image_01095.bmp,5
image_01096.bmp,6
image_01097.bmp,14
image_01098.bmp,8
image_01099.bmp,5
image_01100.bmp,4
image_01101.bmp,5
image_01102.bmp,4
image_01103.bmp,1
image_01104.bmp,1
image_01105.bmp,6
image_01106.bmp,3
image_01107.bmp,10
image_01108.bmp,2
image_01109.bmp,9
image_01110.bmp,0
image_01111.bmp,7
image_01112.bmp,5
image_01113.bmp,14
image_01114.bmp,9
image_01115.bmp,1
image_01116.bmp,0
image_01117.bmp,6
image_01118.bmp,13
image_01119.bmp,13
image_01120.bmp,13
image_01121.bmp,11
image_01122.bmp,4
image_01123.bmp,1
image_01124.bmp,14
image_01125.bmp,0
image_01126.bmp,5
image_01127.bmp,0
image_01128.bmp,13
image_01129.bmp,13
image_01130.bmp,9
image_01131.bmp,5
image_01132.bmp,13
image_01133.bmp,14
image_01134.bmp,14
image_01135.bmp,7
image_01136.bmp,2
image_01137.bmp,11
image_01138.bmp,5
image_01139.bmp,7
image_01140.bmp,6
image_01141.bmp,10
image_01142.bmp,12
image_01143.bmp,0
image_01144.bmp,2
image_01145.bmp,3
image_01146.bmp,9
image_01147.bmp,5
image_01148.bmp,13
image_01149.bmp,14
image_01150.bmp,13
image_01151.bmp,13
image_01152.bmp,0
image_01153.bmp,13
image_01154.bmp,10
image_01155.bmp,10
image_01156.bmp,8
image_01157.bmp,0
image_01158.bmp,2
image_01159.bmp,9
image_01160.bmp,13
image_01161.bmp,7
image_01162.bmp,5
image_01163.bmp,0
image_01164.bmp,14
image_01165.bmp,13
image_01166.bmp,2
image_01167.bmp,13
image_01168.bmp,10
image_01169.bmp,1
image_01170.bmp,2
image_01171.bmp,13
image_01172.bmp,4
image_01173.bmp,1
image_01174.bmp,8
image_01175.bmp,2
image_01176.bmp,14
image_01177.bmp,13
image_01178.bmp,14
image_01179.bmp,2
image_01180.bmp,8
image_01181.bmp,5
image_01182.bmp,2
image_01183.bmp,13
image_01184.bmp,0
image_01185.bmp,1
image_01186.bmp,13
image_01187.bmp,7
image_01188.bmp,1
image_01189.bmp,4
image_01190.bmp,8
image_01191.bmp,5
image_01192.bmp,0
image_01193.bmp,12
image_01194.bmp,5
image_01195.bmp,2
image_01196.bmp,10
image_01197.bmp,13
image_01198.bmp,14
image_01199.bmp,4
image_01200.bmp,12
image_01201.bmp,5
image_01202.bmp,9
image_01203.bmp,10
image_01204.bmp,10
image_01205.bmp,0
image_01206.bmp,1
image_01207.bmp,6
image_01208.bmp,3
image_01209.bmp,5
image_01210.bmp,3
image_01211.bmp,11
image_01212.bmp,9
image_01213.bmp,1
image_01214.bmp,9
image_01215.bmp,10
image_01216.bmp,7
image_01217.bmp,4
image_01218.bmp,8
image_01219.bmp,4
image_01220.bmp,0
image_01221.bmp,0
image_01222.bmp,1
image_01223.bmp,0
image_01224.bmp,13
image_01225.bmp,2
image_01226.bmp,8
image_01227.bmp,13
image_01228.bmp,1
image_01229.bmp,7
image_01230.bmp,10
image_01231.bmp,6
image_01232.bmp,13
image_01233.bmp,8
image_01234.bmp,12
image_01235.bmp,1
image_01236.bmp,13
image_01237.bmp,1
image_01238.bmp,1
image_01239.bmp,9
image_01240.bmp,9
image_01241.bmp,11
image_01242.bmp,5
image_01243.bmp,6
image_01244.bmp,13
image_01245.bmp,8
image_01246.bmp,10
image_01247.bmp,2
image_01248.bmp,14
image_01249.bmp,1
image_01250.bmp,1
image_01251.bmp,13
image_01252.bmp,8
image_01253.bmp,2
image_01254.bmp,13
image_01255.bmp,14
image_01256.bmp,0
image_01257.bmp,2
image_01258.bmp,0
image_01259.bmp,1
image_01260.bmp,9
image_01261.bmp,13
image_01262.bmp,11
image_01263.bmp,4
image_01264.bmp,12
image_01265.bmp,1
image_01266.bmp,1
image_01267.bmp,7
image_01268.bmp,5
image_01269.bmp,8
image_01270.bmp,2
image_01271.bmp,4
